idbuildings,building_name,year_opened,composition,additional_comp,filter_on,architectural_element,AE_type,element_type,comp_quant,year_added,idlocation,location,lat,longitude,idcitation,cit_short,pg
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,facade_elem,facade,base,attic,"base: attic",8,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",221
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,facade_elem,facade,pedestal,,pedestal,8,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",221
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",221
7,"Grote Sjoel (Great Synagogue)",1671,f7n,facade_elem,facade,pilaster,,pilaster,4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7n,facade_elem,facade,cornice,"element cap cornice","cornice: element cap cornice",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7n,facade_elem,facade,wall,,wall,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7s,facade_elem,facade,pilaster,,pilaster,4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7s,facade_elem,facade,cornice,"element cap cornice","cornice: element cap cornice",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7s,facade_elem,facade,wall,,wall,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7e,facade_elem,facade,pilaster,,pilaster,4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7e,facade_elem,facade,cornice,"element cap cornice","cornice: element cap cornice",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7e,facade_elem,facade,wall,,wall,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,facade_elem,facade,pilaster,,pilaster,4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,facade_elem,facade,cornice,"element cap cornice","cornice: element cap cornice",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,facade_elem,facade,wall,,wall,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",NULL
9,"Obbene Shul Synagogue",1686,f9w,facade_elem,facade,wall,,wall,1,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,f11n,facade_elem,facade,pilaster,,pilaster,2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,facade_elem,facade,frontispiece,,frontispiece,1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,facade_elem,facade,pilaster,,pilaster,2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,f14w,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",4,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",3,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",3,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,facade_elem,facade,wall,,wall,3,1794,23,"Charleston, United States",32.782300,-79.932732,8,"Stiefel, 2014",266
14,"Beth Elohim Synagogue",1794,f14e,facade_elem,facade,wall,,wall,1,1794,23,"Charleston, United States",32.782300,-79.932732,8,"Stiefel, 2014",266
14,"Beth Elohim Synagogue",1794,f14n,facade_elem,facade,wall,,wall,2,1794,23,"Charleston, United States",32.782300,-79.932732,8,"Stiefel, 2014",266
14,"Beth Elohim Synagogue",1794,f14s,facade_elem,facade,wall,,wall,2,1794,23,"Charleston, United States",32.782300,-79.932732,8,"Stiefel, 2014",266
17,"Berakha ve Shalom Synagogue",1685,f17n,facade_elem,facade,wall,,wall,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17s,facade_elem,facade,wall,,wall,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17w,facade_elem,facade,wall,,wall,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17e,facade_elem,facade,wall,,wall,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
34,"Touro Synagogue",1763,f34wi,facade_elem,facade,band-course,"running bond","band-course: running bond",1,1763,25,"Newport, United States",41.489444,-71.311944,8,"Stiefel, 2014",256
34,"Touro Synagogue",1763,f34wi,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,8,"Stiefel, 2014",256
34,"Touro Synagogue",1763,f34ei,facade_elem,facade,band-course,"running bond","band-course: running bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 6"
34,"Touro Synagogue",1763,f34ei,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 6"
34,"Touro Synagogue",1763,f34ni,facade_elem,facade,band-course,"running bond","band-course: running bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 7"
34,"Touro Synagogue",1763,f34ni,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 7"
34,"Touro Synagogue",1763,f34s,facade_elem,facade,band-course,"running bond","band-course: running bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 5"
34,"Touro Synagogue",1763,f34s,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 5"
34,"Touro Synagogue",1763,f34nii,facade_elem,facade,band-course,"common bond","band-course: common bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 7"
34,"Touro Synagogue",1763,f34nii,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 7"
34,"Touro Synagogue",1763,f34wii,facade_elem,facade,band-course,"common bond","band-course: common bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34eii,facade_elem,facade,band-course,"common bond","band-course: common bond",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 6"
34,"Touro Synagogue",1763,f34eii,facade_elem,facade,plinth,square,"plinth: square",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 6"
36,"Tzedek ve-Shalom Synagogue",1735,f36s,facade_elem,facade,wall,,wall,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,facade_elem,facade,plinth,,plinth,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,facade_elem,facade,wall,,wall,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,facade_elem,facade,plinth,,plinth,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36w,facade_elem,facade,wall,,wall,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36w,facade_elem,facade,plinth,,plinth,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36e,facade_elem,facade,wall,,wall,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36e,facade_elem,facade,plinth,,plinth,1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
39,"Neveh Shalom Synagogue",1704,f39w,facade_elem,facade,band-course,"running bond","band-course: running bond",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,8,"Stiefel, 2014",236
39,"Neveh Shalom Synagogue",1704,f39w,facade_elem,facade,wall,,wall,1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,8,"Stiefel, 2014",236
43,"Mikve Israel Synagogue (IV)",1732,f43w,facade_elem,facade,plinth,square,"plinth: square",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,facade_elem,facade,"engaged column",smooth,"engaged column: smooth",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,facade_elem,facade,capital,moulded,"capital: moulded",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",36
134,"Honen Dalim Synagogue II",1773,f134w,facade_elem,facade,wall,,wall,1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,facade_elem,facade,wall,,wall,1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134n,facade_elem,facade,wall,,wall,1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,facade_elem,facade,wall,,wall,1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,8,"Stiefel, 2014",252
134,"Honen Dalim Synagogue II",1773,f134w,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,8,"Stiefel, 2014",252
134,"Honen Dalim Synagogue II",1773,f134n,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,8,"Stiefel, 2014",252
134,"Honen Dalim Synagogue II",1773,f134s,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,8,"Stiefel, 2014",252
137,"Neveh Shalom",1612,f137w,facade_elem,facade,wall,,wall,1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137e,facade_elem,facade,wall,,wall,1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
146,"High German synagogue",1648,f146e,facade_elem,facade,window,dormer,"window: dormer",1,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
146,"High German synagogue",1648,f146w,facade_elem,facade,window,dormer,"window: dormer",1,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
146,"High German synagogue",1648,f146n,facade_elem,facade,window,"wall window","window: wall window",8,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133a,ceiling,"window frame","rectangular ","window frame: rectangular ",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133b,ceiling,"window frame","rectangular ","window frame: rectangular ",4,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133a,ceiling,window,skylight,"window: skylight",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133b,ceiling,window,skylight,"window: skylight",4,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
11,"Nieuwe Synagoge",1752,s11a,c11a,ceiling,window,skylight,"window: skylight",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,s11a,c11a,ceiling,ceiling,domed,"ceiling: domed",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
34,"Touro Synagogue",1763,s34a,if34a,interior_framing,"column shaft",smooth,"column shaft: smooth",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 2"
34,"Touro Synagogue",1763,s34a,if34b,interior_framing,"column shaft",smooth,"column shaft: smooth",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 3"
43,"Mikve Israel Synagogue (IV)",1732,s43a,if34b,interior_framing,"column shaft",smooth,"column shaft: smooth",4,1866,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
0,"Bevis Marks Synagogue",1701,s0a,if0a,interior_framing,"column shaft",smooth,"column shaft: smooth",10,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,if0b,interior_framing,"column shaft","interlocked compound pier","column shaft: interlocked compound pier",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
2,"Creechurch Lane Synagogue [1675]",1675,s2a,if2a,interior_framing,"column shaft",,"column shaft",8,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43a,interior_framing,"column shaft",smooth,"column shaft: smooth",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43b,interior_framing,"column shaft",smooth,"column shaft: smooth",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133a,interior_framing,"column shaft",smooth,"column shaft: smooth",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133b,interior_framing,"column shaft",smooth,"column shaft: smooth",8,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,"column shaft",smooth,"column shaft: smooth",8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
136,"Beth Jacob",1614,s136a,if136a,interior_framing,"column shaft",,"column shaft",1,1614,1,"Amsterdam, Netherlands",52.36859,4.900492,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6a,interior_framing,"column shaft",smooth,"column shaft: smooth",10,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,s7a,if7a,interior_framing,"column shaft",smooth,"column shaft: smooth",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
9,"Obbene Shul Synagogue",1686,s9a,if9a,interior_framing,"column shaft",smooth,"column shaft: smooth",5,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
17,"Berakha ve Shalom Synagogue",1685,s17a,if17a,interior_framing,"column shaft",,"column shaft",4,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,15,"Böhm, 1979",101
36,"Tzedek ve-Shalom Synagogue",1735,s36a,if36a,interior_framing,"column shaft",octogonal,"column shaft: octogonal",12,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
39,"Neveh Shalom Synagogue",1704,s39a,if39a,interior_framing,"column shaft",smooth,"column shaft: smooth",6,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,96,"Andrade, 1941",41
4,"Esnoga, Talmud Torah II",1675,s4a,if4a,interior_framing,"column shaft",smooth,"column shaft: smooth",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,if4b,interior_framing,"column shaft",smooth,"column shaft: smooth",12,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,s11a,if11a,interior_framing,"column shaft",smooth,"column shaft: smooth",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,s14a,if14a,interior_framing,"column shaft",smooth,"column shaft: smooth",12,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6b,interior_framing,pier,"railing section","pier: railing section",20,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,cornice,crown-moulding,"cornice: crown-moulding",8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",3,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
34,"Touro Synagogue",1763,s34a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",3,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 17"
34,"Touro Synagogue",1763,s34a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",4,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 17"
2,"Creechurch Lane Synagogue [1675]",1675,s2a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",3,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
7,"Grote Sjoel (Great Synagogue)",1671,s7a,section_elem,section,cornice,"classical cornice","cornice: classical cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
4,"Esnoga, Talmud Torah II",1675,s4a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,80,"Vlaardingerbroek, ed., 2013",64
14,"Beth Elohim Synagogue",1794,s14a,section_elem,section,cornice,"element cap cornice","cornice: element cap cornice",2,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
34,"Touro Synagogue",1763,s34a,if34a,interior_framing,capital,ionic,"capital: ionic",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 2"
34,"Touro Synagogue",1763,s34a,if34b,interior_framing,capital,corinthian,"capital: corinthian",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 3"
43,"Mikve Israel Synagogue (IV)",1732,s43a,if34b,interior_framing,capital,corinthian,"capital: corinthian",4,1866,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
0,"Bevis Marks Synagogue",1701,s0a,if0a,interior_framing,capital,tuscan,"capital: tuscan",10,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,if0b,interior_framing,capital,moulded,"capital: moulded",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
2,"Creechurch Lane Synagogue [1675]",1675,s2a,if2a,interior_framing,capital,doric,"capital: doric",8,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43a,interior_framing,capital,moulded,"capital: moulded",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43b,interior_framing,capital,moulded,"capital: moulded",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133a,interior_framing,capital,corinthian,"capital: corinthian",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133b,interior_framing,capital,doric,"capital: doric",8,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,capital,ionic,"capital: ionic",8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6a,interior_framing,capital,tuscan,"capital: tuscan",10,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,s7a,if7a,interior_framing,capital,doric,"capital: doric",4,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
9,"Obbene Shul Synagogue",1686,s9a,if9a,interior_framing,capital,doric,"capital: doric",5,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
36,"Tzedek ve-Shalom Synagogue",1735,s36a,if36a,interior_framing,capital,doric,"capital: doric",12,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
39,"Neveh Shalom Synagogue",1704,s39a,if39a,interior_framing,capital,square,"capital: square",6,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,96,"Andrade, 1941",41
4,"Esnoga, Talmud Torah II",1675,s4a,if4a,interior_framing,capital,ionic,"capital: ionic",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,if4b,interior_framing,capital,ionic,"capital: ionic",12,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,s11a,if11a,interior_framing,capital,ionic,"capital: ionic",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,s14a,if14a,interior_framing,capital,moulded,"capital: moulded",12,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
0,"Bevis Marks Synagogue",1701,s0a,if0a,interior_framing,plinth,square,"plinth: square",10,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,if0b,interior_framing,plinth,square,"plinth: square",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43a,interior_framing,plinth,square,"plinth: square",4,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
43,"Mikve Israel Synagogue (IV)",1732,s43a,if43b,interior_framing,plinth,square,"plinth: square",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",26
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133a,interior_framing,plinth,square,"plinth: square",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133b,interior_framing,plinth,square,"plinth: square",8,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6a,interior_framing,plinth,square,"plinth: square",10,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,if4a,interior_framing,plinth,square,"plinth: square",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,if4b,interior_framing,plinth,square,"plinth: square",12,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,plinth,,plinth,3,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,entablature,,entablature,16,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
39,"Neveh Shalom Synagogue",1704,s39a,if39a,interior_framing,entablature,,entablature,6,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,96,"Andrade, 1941",41
34,"Touro Synagogue",1763,s34a,section_elem,section,entablature,,entablature,3,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 14"
34,"Touro Synagogue",1763,s34a,section_elem,section,entablature,,entablature,4,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 17"
7,"Grote Sjoel (Great Synagogue)",1671,s7a,section_elem,section,entablature,,entablature,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
4,"Esnoga, Talmud Torah II",1675,s4a,section_elem,section,entablature,,entablature,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,80,"Vlaardingerbroek, ed., 2013",64
43,"Mikve Israel Synagogue (IV)",1732,s43a,section_elem,section,entablature,,entablature,2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
