donor,donor_type,donor_id_loc,donor_loc_name,donor_lat,donor_lon,recipient_id,recipient_name,recipient_type,recipient_congregation,recipient_id_loc,recipient_loc_name,recipient_lat,recipient_lon,contr_type,RE_type,contr_year,contr_amt,curr_type,contr_honors,citation,pg
"Lewis Moses Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1730,0.01.06,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",25
"Moses Mendez Alvarez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1730,0.07,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",25
"Moses Molina",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1730,0.03,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",25
"Abraham Isaacs",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1730,0.03,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",25
"Shearith Israel",congregation,24,"New York, New York",40.7127753,-74.0059728,134,"Honen Dalim Synagogue II",building,"Honen Dalim",17,"Orangjestad, St. Eustatius",17.4867485,-62.976497800000004,nedabot,monetary,1773,38.10.06,"pounds sterling",,"Phillips, N. Taylor. 1903. ""ITEMS RELATING TO THE HISTORY OF THE JEWS OF NEW YORK."" Publications of the American Jewish Historical Society 11. The Johns Hopkins University Press: 149-61. doi:10.2307/43057644.",151
"Shearith Israel",congregation,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,nedabot,monetary,1759,149.00.06,"pounds sterling",,"Josephson, Manuel. 1920. ""ITEMS RELATING TO THE JEWS OF NEWPORT."" Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 175-216. doi:10.2307/43058006.",179
"Samuel Judah",individual,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,"ner tamid",object,1762,,,,"Josephson, Manuel. 1920. ""ITEMS RELATING TO THE JEWS OF NEWPORT."" Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 175-216. doi:10.2307/43058006.",184
"Samuel Hart",individual,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1762,,,,"Josephson, Manuel. 1920. ""ITEMS RELATING TO THE JEWS OF NEWPORT."" Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 175-216. doi:10.2307/43058006.",184
"Hayim Myers",individual,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,wax,object,1762,,,,"Josephson, Manuel. 1920. ""ITEMS RELATING TO THE JEWS OF NEWPORT."" Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 175-216. doi:10.2307/43058006.",184
"Berakha ve Shalom",congregation,10,"Jodensavanne, Suriname",5.417798,-54.96421800000002,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,300,florins,"Blessings invoked on Berakha ve Shalom each Day of Atonement and 7th day of Passover","de Sola Pool, David, and Tamar Hirshensohn de Sola Pool. 1955. An Old Faith in the New World: Portrait of Shearith Israel, 1654-1954. New York: Columbia University Press.",411
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,129,"Shearith Israel (II)",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1818,400,"US dollars",,"de Sola Pool, David, and Tamar Hirshensohn de Sola Pool. 1955. An Old Faith in the New World: Portrait of Shearith Israel, 1654-1954. New York: Columbia University Press.",414
"Abraham B. Brandon",individual,44,Barbados,13.17,-59.5525,129,"Shearith Israel (II)",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,chandelier,object,1819,,,,"de Sola Pool, David, and Tamar Hirshensohn de Sola Pool. 1955. An Old Faith in the New World: Portrait of Shearith Israel, 1654-1954. New York: Columbia University Press.",414
"Shearith Israel",congregation,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,"sefer torah",text,1760,,,,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",81
"Shearith Israel",congregation,24,"New York, New York",40.7127753,-74.0059728,"Mikveh Israel","Mikveh Israel",congregation,"Mikveh Israel",26,"Philadelphia, Pennsylvania",39.9525839,-75.16522150000003,"sefer torah",text,1761,,,,"""ITEMS RELATING TO CONGREGATION SHEARITH ISRAEL, NEW YORK."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 1-125. doi:10.2307/43058001.",20
"Samuel Judah",individual,24,"New York, New York",40.7127753,-74.0059728,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,"ner tamid",object,1765,,,,"""ITEMS RELATING TO THE NEWPORT SYNAGOGUE."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 404-12. doi:10.2307/43058020.",405
"Aaron Lopez",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,chandelier,object,1770,,,,"""ITEMS RELATING TO THE NEWPORT SYNAGOGUE."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 404-12. doi:10.2307/43058020.",405
"Naphtali Hart Myers",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,chandelier,object,1760,,,,"""ITEMS RELATING TO THE NEWPORT SYNAGOGUE."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 404-12. doi:10.2307/43058020.",405
"Jacob Rodriguez de Rivera",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,chandelier,object,1765,,,,"""ITEMS RELATING TO THE NEWPORT SYNAGOGUE."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 404-12. doi:10.2307/43058020.",406
"Jacob Rodriguez de Rivera",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,chandelier,object,1765,,,,"""ITEMS RELATING TO THE NEWPORT SYNAGOGUE."" 1920. Publications of the American Jewish Historical Society 27. The Johns Hopkins University Press: 404-12. doi:10.2307/43058020.",406
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Enoch ",individual,25,"Newport, Rhode Island",41.4901024,-71.31282850000002,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,candlestick,object,1766,,,,NULL,
"Kahal Kadosh Sha'ar Hashamayim",congregation,8,"London, England",51.5073509,-0.12775829999998223,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,clock,object,1769,,,,NULL,
"Kahal Kadosh Sha'ar Hashamayim",congregation,8,"London, England",51.5073509,-0.12775829999998223,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,"charity box",object,1769,,,,NULL,
"Kahal Kadosh Sha'ar Hashamayim",congregation,8,"London, England",51.5073509,-0.12775829999998223,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,"charity box",object,1769,,,,NULL,
"Abraham da Costa",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1699,977.01.04,pesos,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Sarah da Costa",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1699,977.01.05,pesos,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,43,"Mikve Israel Synagogue (IV)",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1730,2315.06.02,pesos,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",123
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,41,"Honen Dalim Synagogue I",building,"Honen Dalim",17,"Orangjestad, St. Eustatius",17.4867485,-62.976497800000004,nedabot,monetary,1738,,,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",131
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,43,"Mikve Israel Synagogue (IV)",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1729,6456.02.03,pesos,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",120
"Talmud Torah",congregation,1,"Amsterdam, Netherlands",52.3702157,4.895167899999933,41,"Honen Dalim Synagogue I",building,"Honen Dalim",17,"Orangjestad, St. Eustatius",17.4867485,-62.976497800000004,"sefer torah",text,1738,,,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",1068
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,sedaca,monetary,1754,100,pesos,"Annual blessing for Congregration Mikve Israel of Curacao at Kal Nidre services","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",166
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,sedaca,monetary,1759,100,pesos,"Annual blessing for Congregration Mikve Israel of Curacao at Kal Nidre services","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",166
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,sedaca,monetary,1761,100,pesos,"Annual blessing for Congregration Mikve Israel of Curacao at Kal Nidre services","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",166
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,sedaca,monetary,1768,100,pesos,"Annual blessing for Congregration Mikve Israel of Curacao at Kal Nidre services","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",166
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,34,"Touro Synagogue",building,"Jeshuat Israel",25,"Newport, Rhode Island",41.4901024,-71.31282850000002,finta,monetary,1762,200,pesos,"Annual blessing for Congregration Mikve Israel of Curacao at Kal Nidre services","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",166
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,108,"Synagogue St. Croix",building,"Congregation St. Croix",31,"Christiansted, St. Croix",17.744077,-64.704155,sedaca,monetary,1765,200,pesos,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",167
"Mikve Israel",congregation,6,"Willemstad, Curacao",12.1047416,-68.9326698,134,"Honen Dalim Synagogue II",building,"Honen Dalim",17,"Orangjestad, St. Eustatius",17.4867485,-62.976497800000004,sedaca,monetary,1773,,,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",167
"Talmud Torah",congregation,1,"Amsterdam, Netherlands",52.3702157,4.895167899999933,134,"Honen Dalim Synagogue II",building,"Honen Dalim",17,"Orangjestad, St. Eustatius",17.4867485,-62.976497800000004,sedaca,monetary,1773,500,florins,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",522
"Eliau Namias de Crasto",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,"torah crown",object,1711,,,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",95
"Eliau Pereira",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1703,,,"Cornerstone of 1703 synagogue ","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Mordechay Hisquiau Namias de Crasto",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1703,,,"Cornerstone of 1703 synagogue ","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Mordechay Hisquiau Namias de Crasto",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,"sefer torah",text,1703,,,"Name mentioned annually on the Feast of the Pentecost","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Mordechay Hisquiau Namias de Crasto",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,"torah crown",object,1716,,,,"Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
"Abraham Henriquez Morao",individual,6,"Willemstad, Curacao",12.1047416,-68.9326698,114,"Mikve Israel III",building,"Mikve Israel",6,"Willemstad, Curacao",12.1047416,-68.9326698,nedabot,monetary,1703,,,"Cornerstone of 1703 synagogue ","Emmanuel, Isaac Samuel, and Suzanne A. Emmanuel. 1970. History of the Jews of the Netherlands Antilles. Cincinnati: American Jewish Archives.",93
